Line_name,Program_name,Group,Pedigree,Note,Family
2MS16_4130-046,2MS16_4130-046,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-047,2MS16_4130-047,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-048,2MS16_4130-048,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-049,2MS16_4130-049,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-050,2MS16_4130-050,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-051,2MS16_4130-051,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-052,2MS16_4130-052,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-053,2MS16_4130-053,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-054,2MS16_4130-054,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-055,2MS16_4130-055,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-056,2MS16_4130-056,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-057,2MS16_4130-057,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-058,2MS16_4130-058,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-059,2MS16_4130-059,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-060,2MS16_4130-060,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-061,2MS16_4130-061,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-062,2MS16_4130-062,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-063,2MS16_4130-063,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-064,2MS16_4130-064,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-065,2MS16_4130-065,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-066,2MS16_4130-066,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-067,2MS16_4130-067,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-068,2MS16_4130-068,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-069,2MS16_4130-069,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-070,2MS16_4130-070,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-071,2MS16_4130-071,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-072,2MS16_4130-072,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-073,2MS16_4130-073,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-074,2MS16_4130-074,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-075,2MS16_4130-075,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-076,2MS16_4130-076,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-077,2MS16_4130-077,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-078,2MS16_4130-078,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-079,2MS16_4130-079,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-080,2MS16_4130-080,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-081,2MS16_4130-081,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-082,2MS16_4130-082,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-083,2MS16_4130-083,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-084,2MS16_4130-084,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-085,2MS16_4130-085,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-086,2MS16_4130-086,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-087,2MS16_4130-087,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-088,2MS16_4130-088,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-089,2MS16_4130-089,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-090,2MS16_4130-090,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-091,2MS16_4130-091,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-092,2MS16_4130-092,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-093,2MS16_4130-093,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-094,2MS16_4130-094,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-095,2MS16_4130-095,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-096,2MS16_4130-096,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-097,2MS16_4130-097,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-098,2MS16_4130-098,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-099,2MS16_4130-099,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-100,2MS16_4130-100,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-101,2MS16_4130-101,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-102,2MS16_4130-102,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-103,2MS16_4130-103,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-104,2MS16_4130-104,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-105,2MS16_4130-105,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-106,2MS16_4130-106,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-107,2MS16_4130-107,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-108,2MS16_4130-108,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-109,2MS16_4130-109,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-110,2MS16_4130-110,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-111,2MS16_4130-111,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-112,2MS16_4130-112,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-113,2MS16_4130-113,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-114,2MS16_4130-114,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-115,2MS16_4130-115,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-116,2MS16_4130-116,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-117,2MS16_4130-117,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-118,2MS16_4130-118,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-119,2MS16_4130-119,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-120,2MS16_4130-120,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-121,2MS16_4130-121,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-122,2MS16_4130-122,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-123,2MS16_4130-123,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-124,2MS16_4130-124,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-125,2MS16_4130-125,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-126,2MS16_4130-126,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-127,2MS16_4130-127,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-128,2MS16_4130-128,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-129,2MS16_4130-129,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-130,2MS16_4130-130,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-131,2MS16_4130-131,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-132,2MS16_4130-132,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-133,2MS16_4130-133,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-134,2MS16_4130-134,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-135,2MS16_4130-135,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-136,2MS16_4130-136,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-137,2MS16_4130-137,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-138,2MS16_4130-138,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-139,2MS16_4130-139,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-140,2MS16_4130-140,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-141,2MS16_4130-141,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-142,2MS16_4130-142,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-143,2MS16_4130-143,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-144,2MS16_4130-144,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-145,2MS16_4130-145,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-146,2MS16_4130-146,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-147,2MS16_4130-147,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-148,2MS16_4130-148,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-149,2MS16_4130-149,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-150,2MS16_4130-150,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-151,2MS16_4130-151,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-152,2MS16_4130-152,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-153,2MS16_4130-153,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-154,2MS16_4130-154,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-155,2MS16_4130-155,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-156,2MS16_4130-156,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-157,2MS16_4130-157,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-158,2MS16_4130-158,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-159,2MS16_4130-159,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4130-160,2MS16_4130-160,Experimental,2MS14_3301-009/2MS14_3312-009,HD_FHB_zero_correlation,130
2MS16_4135-001,2MS16_4135-001,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-002,2MS16_4135-002,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-003,2MS16_4135-003,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-004,2MS16_4135-004,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-005,2MS16_4135-005,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-006,2MS16_4135-006,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-007,2MS16_4135-007,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-008,2MS16_4135-008,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-009,2MS16_4135-009,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-010,2MS16_4135-010,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-011,2MS16_4135-011,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-012,2MS16_4135-012,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-013,2MS16_4135-013,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-014,2MS16_4135-014,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-015,2MS16_4135-015,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-016,2MS16_4135-016,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-017,2MS16_4135-017,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-018,2MS16_4135-018,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-019,2MS16_4135-019,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-020,2MS16_4135-020,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-021,2MS16_4135-021,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-022,2MS16_4135-022,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-023,2MS16_4135-023,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-024,2MS16_4135-024,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-025,2MS16_4135-025,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-026,2MS16_4135-026,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-027,2MS16_4135-027,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-028,2MS16_4135-028,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-029,2MS16_4135-029,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-030,2MS16_4135-030,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-031,2MS16_4135-031,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-032,2MS16_4135-032,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-033,2MS16_4135-033,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-034,2MS16_4135-034,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-035,2MS16_4135-035,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-036,2MS16_4135-036,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-037,2MS16_4135-037,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-038,2MS16_4135-038,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-039,2MS16_4135-039,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-040,2MS16_4135-040,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-041,2MS16_4135-041,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-042,2MS16_4135-042,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-043,2MS16_4135-043,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-044,2MS16_4135-044,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-045,2MS16_4135-045,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-046,2MS16_4135-046,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-047,2MS16_4135-047,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-048,2MS16_4135-048,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-049,2MS16_4135-049,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-050,2MS16_4135-050,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-051,2MS16_4135-051,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-052,2MS16_4135-052,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-053,2MS16_4135-053,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-054,2MS16_4135-054,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-055,2MS16_4135-055,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-056,2MS16_4135-056,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-057,2MS16_4135-057,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-058,2MS16_4135-058,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-059,2MS16_4135-059,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-060,2MS16_4135-060,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-061,2MS16_4135-061,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-062,2MS16_4135-062,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-063,2MS16_4135-063,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-064,2MS16_4135-064,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-065,2MS16_4135-065,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-066,2MS16_4135-066,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-067,2MS16_4135-067,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-068,2MS16_4135-068,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-069,2MS16_4135-069,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-070,2MS16_4135-070,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-071,2MS16_4135-071,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-072,2MS16_4135-072,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-073,2MS16_4135-073,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-074,2MS16_4135-074,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-075,2MS16_4135-075,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-076,2MS16_4135-076,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-077,2MS16_4135-077,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-078,2MS16_4135-078,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-079,2MS16_4135-079,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-080,2MS16_4135-080,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-081,2MS16_4135-081,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-082,2MS16_4135-082,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-083,2MS16_4135-083,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-084,2MS16_4135-084,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-085,2MS16_4135-085,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-086,2MS16_4135-086,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-087,2MS16_4135-087,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-088,2MS16_4135-088,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-089,2MS16_4135-089,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-090,2MS16_4135-090,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-091,2MS16_4135-091,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-092,2MS16_4135-092,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-093,2MS16_4135-093,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-094,2MS16_4135-094,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-095,2MS16_4135-095,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-096,2MS16_4135-096,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-097,2MS16_4135-097,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-098,2MS16_4135-098,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-099,2MS16_4135-099,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-100,2MS16_4135-100,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-101,2MS16_4135-101,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-102,2MS16_4135-102,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-103,2MS16_4135-103,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-104,2MS16_4135-104,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-105,2MS16_4135-105,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
2MS16_4135-106,2MS16_4135-106,Experimental,2MS14_3301-021/2MS14_3335-014,HD_FHB_zero_correlation,135
